                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                0.57684,                0.05746,                0.02726,                0.30624,                0.91438,                 0.9991,                      1,                  0.995,                0.86811,                 0.9991,                      1,                  0.995,                  0.995,                0.64778,                0.02461,                 0.0017,                0.28846,                  1.025,              0.0010397,              0.0010397,              0.0010397
                    100,                0.56343,                0.05566,                0.02857,                0.29971,                0.91121,                0.99906,                      1,                  0.995,                 0.8508,                0.99906,                      1,                  0.995,                  0.995,                0.67191,                0.03161,                0.00212,                0.29555,                 1.0396,              0.0010298,              0.0010298,              0.0010298
                    101,                0.57397,                0.05763,                0.02736,                0.31001,                0.90565,                0.99911,                      1,                  0.995,                  0.859,                0.99911,                      1,                  0.995,                  0.995,                0.64472,                0.02856,                0.00164,                0.29269,                 1.0264,              0.0010199,              0.0010199,              0.0010199
                    102,                0.57461,                0.05966,                 0.0297,                0.31083,                0.92771,                0.99914,                      1,                  0.995,                0.86201,                0.99914,                      1,                  0.995,                  0.995,                0.64113,                0.03743,                0.00551,                0.28539,                 1.0127,                0.00101,                0.00101,                0.00101
                    103,                0.57487,                0.06031,                0.02999,                0.30346,                0.91467,                0.99915,                      1,                  0.995,                0.86261,                0.99915,                      1,                  0.995,                  0.995,                0.64552,                0.02705,                0.00225,                 0.3018,                 1.0087,              0.0010001,              0.0010001,              0.0010001
                    104,                0.58079,                0.06167,                0.02968,                0.30314,                0.91047,                0.99916,                      1,                  0.995,                0.86279,                0.99916,                      1,                  0.995,                  0.995,                0.65579,                0.02573,                0.00331,                 0.2992,                 1.0184,              0.0009902,              0.0009902,              0.0009902
                    105,                0.57256,                0.05904,                0.02748,                0.29966,                0.91703,                0.99906,                      1,                  0.995,                0.86942,                0.99906,                      1,                  0.995,                  0.995,                0.63588,                0.03033,                0.00213,                0.28515,                 1.0038,              0.0009803,              0.0009803,              0.0009803
                    106,                0.55882,                0.05557,                 0.0335,                0.29859,                0.90686,                0.99912,                      1,                  0.995,                 0.8617,                0.99912,                      1,                  0.995,                  0.995,                0.63098,                 0.0282,                0.00266,                0.27392,                 1.0121,              0.0009704,              0.0009704,              0.0009704
                    107,                0.56759,                 0.0545,                0.02665,                0.30591,                0.92395,                0.99791,                      1,                  0.995,                0.86855,                0.99791,                      1,                  0.995,                  0.995,                0.65558,                0.02447,                0.00239,                0.27564,                 1.0234,              0.0009605,              0.0009605,              0.0009605
                    108,                0.56602,                0.05608,                0.02498,                0.29672,                0.92083,                0.99916,                      1,                  0.995,                0.85298,                0.99916,                      1,                  0.995,                  0.995,                0.67339,                0.02688,                0.00219,                0.28341,                  1.025,              0.0009506,              0.0009506,              0.0009506
                    109,                0.54719,                0.05141,                0.03049,                0.30167,                0.91307,                0.99888,                      1,                  0.995,                0.85149,                0.99888,                      1,                  0.995,                  0.995,                0.67885,                0.02682,                0.00231,                0.28953,                 1.0363,              0.0009407,              0.0009407,              0.0009407
                    110,                0.56552,                0.05453,                0.02812,                0.30099,                0.91771,                0.99907,                      1,                  0.995,                0.86273,                0.99907,                      1,                  0.995,                  0.995,                0.66451,                0.02413,                0.00206,                0.29384,                 1.0271,              0.0009308,              0.0009308,              0.0009308
                    111,                0.56237,                 0.0566,                0.02742,                0.29946,                0.91161,                0.99912,                      1,                  0.995,                0.85976,                0.99912,                      1,                  0.995,                  0.995,                0.64578,                0.02409,                0.00205,                0.26758,                 1.0235,              0.0009209,              0.0009209,              0.0009209
                    112,                0.54099,                0.04916,                0.02879,                 0.2916,                0.90589,                0.99913,                      1,                  0.995,                0.84694,                0.99913,                      1,                  0.995,                  0.995,                0.68337,                0.02781,                0.00208,                0.29524,                 1.0307,               0.000911,               0.000911,               0.000911
                    113,                0.56566,                0.05691,                0.02496,                0.30731,                0.91821,                0.99909,                      1,                  0.995,                0.86054,                0.99909,                      1,                  0.995,                  0.995,                0.63586,                0.02929,                0.00142,                0.27884,                 1.0172,              0.0009011,              0.0009011,              0.0009011
                    114,                0.53947,                0.05102,                0.02822,                0.29107,                0.90167,                0.99914,                      1,                  0.995,                0.85335,                0.99914,                      1,                  0.995,                  0.995,                0.66517,                0.02419,                0.00212,                0.27927,                 1.0306,              0.0008912,              0.0008912,              0.0008912
                    115,                0.56295,                0.04651,                0.02807,                0.29331,                0.91758,                0.99914,                      1,                  0.995,                  0.857,                0.99914,                      1,                  0.995,                  0.995,                 0.6791,                0.02723,                0.00163,                0.28723,                 1.0247,              0.0008813,              0.0008813,              0.0008813
                    116,                 0.5856,                 0.0472,                0.02709,                0.30256,                0.92285,                0.99912,                      1,                  0.995,                0.85768,                0.99912,                      1,                  0.995,                  0.995,                 0.6494,                0.02535,                0.00568,                0.28673,                 1.0177,              0.0008714,              0.0008714,              0.0008714
                    117,                0.54011,                0.04363,                0.02621,                0.29602,                0.91645,                 0.9991,                      1,                  0.995,                0.86273,                 0.9991,                      1,                  0.995,                  0.995,                0.64021,                0.02913,                0.00213,                0.26871,                 1.0266,              0.0008615,              0.0008615,              0.0008615
                    118,                0.54458,                0.04904,                0.02894,                0.29004,                0.89648,                0.99914,                      1,                  0.995,                0.85286,                0.99914,                      1,                  0.995,                  0.995,                0.67201,                0.02416,                0.00149,                 0.2919,                 1.0416,              0.0008516,              0.0008516,              0.0008516
                    119,                0.57231,                  0.049,                 0.0257,                0.29624,                0.91729,                0.99914,                      1,                  0.995,                0.84868,                0.99914,                      1,                  0.995,                0.99431,                0.65481,                0.02895,                0.00122,                0.28633,                 1.0268,              0.0008417,              0.0008417,              0.0008417
                    120,                0.55996,                0.04667,                0.02779,                 0.2928,                0.92798,                0.99915,                      1,                  0.995,                0.84542,                0.99915,                      1,                  0.995,                  0.995,                0.65281,                0.02144,                0.00125,                0.28155,                  1.027,              0.0008318,              0.0008318,              0.0008318
                    121,                0.53844,                0.04492,                0.02458,                0.29019,                0.90992,                0.99912,                      1,                  0.995,                0.84982,                0.99912,                      1,                  0.995,                  0.995,                 0.6536,                0.02419,                0.00399,                0.28988,                 1.0253,              0.0008219,              0.0008219,              0.0008219
                    122,                0.54045,                0.04838,                0.03005,                0.29179,                0.91122,                0.99905,                      1,                  0.995,                 0.8576,                0.99905,                      1,                  0.995,                  0.995,                0.63773,                0.02886,                0.00135,                0.26896,                 1.0368,               0.000812,               0.000812,               0.000812
                    123,                0.53057,                0.04482,                0.02604,                0.29037,                0.90782,                0.99913,                      1,                  0.995,                0.85133,                0.99913,                      1,                  0.995,                  0.995,                0.65513,                0.02485,                0.00218,                0.28636,                 1.0389,              0.0008021,              0.0008021,              0.0008021
                    124,                0.53821,                0.04327,                0.02442,                0.28574,                0.91001,                0.99915,                      1,                  0.995,                0.86572,                0.99915,                      1,                  0.995,                  0.995,                0.65556,                0.02176,                0.00174,                0.27374,                 1.0448,              0.0007922,              0.0007922,              0.0007922
                    125,                0.54692,                0.04949,                0.03472,                0.29352,                0.90476,                0.99908,                      1,                  0.995,                 0.8536,                0.99908,                      1,                  0.995,                  0.995,                0.67257,                0.02638,                0.00274,                0.29166,                 1.0459,              0.0007823,              0.0007823,              0.0007823
